codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco
2800100,Amparo de São Francisco,2161,1897,30,292,1955,1762,30,282
2800209,Aquidabã,19059,16525,210,2948,16735,14430,212,4828
2800308,Aracaju,598250,536777,12715,177355,528411,474491,12589,194611
2800407,Arauá,8686,7816,100,3048,8866,7468,102,2353
2800506,Areia Branca,15826,14371,185,3792,15753,14037,198,3878
2800605,Barra dos Coqueiros,25621,23945,845,9141,25477,21116,967,6653
2800670,Boquim,23548,21017,255,6470,20805,17984,252,6166
2800704,Brejo Grande,7038,6296,75,1475,6642,5157,75,1263
2801009,Campo do Brito,15867,15238,175,3950,14649,12360,175,4276
2801108,Canhoba,3520,3159,40,1195,3268,2529,40,711
2801207,Canindé de São Francisco,25094,21439,275,5780,22972,19367,275,5204
2801306,Capela,30149,26627,315,6415,30776,25474,357,6918
2801405,Carira,18333,16957,195,6135,17197,14179,194,4969
2801504,Carmópolis,13418,11949,155,2354,11829,9892,155,2507
2801603,Cedro de São João,5008,4639,60,1423,4615,4027,60,1581
2801702,Cristinápolis,15059,14055,165,3659,14037,11880,165,2749
2801900,Cumbe,3635,3226,45,1014,3427,3029,45,1044
2802007,Divina Pastora,4310,3893,50,1120,3774,3360,50,1535
2802106,Estância,58658,54091,2500,12927,53545,45909,2510,15799
2802205,Feira Nova,4945,4500,55,1984,4865,3892,57,1229
2802304,Frei Paulo,13051,11875,150,2866,12967,10766,150,3529
2802403,Gararu,9800,9177,120,2856,9256,8056,115,2683
2802502,General Maynard,2892,2485,35,660,2645,2325,35,1159
2802601,Gracho Cardoso,5127,4621,65,2105,5369,4513,71,846
2802700,Ilha das Flores,7249,6267,80,1144,6675,5339,80,1574
2802809,Indiaroba,14741,13474,145,1862,13523,11668,147,2888
2802908,Itabaiana,80778,75005,2400,27019,82837,69679,2519,25961
2803005,Itabaianinha,35258,32407,370,4610,32355,27526,370,7278
2803104,Itabi,4460,4101,55,1380,4256,3637,56,1299
2803203,Itaporanga d'Ajuda,29376,27847,330,7039,28916,25432,330,6721
2803302,Japaratuba,15260,14306,175,3913,13967,12381,175,5332
2803401,Japoatã,11225,10493,135,2768,11320,8044,154,1843
2803500,Lagarto,89398,85646,2500,21746,86037,74168,2510,23566
2803609,Laranjeiras,25484,23506,490,6346,24838,20350,502,8241
2803708,Macambira,6285,5333,70,1892,6071,5197,70,2209
2803807,Malhada dos Bois,3247,2963,40,748,2769,2241,43,439
2803906,Malhador,10780,9742,120,3126,10370,8438,119,2896
2804003,Maruim,14577,12483,165,3360,12659,10527,165,3705
2804102,Moita Bonita,9808,9012,125,3575,9610,8600,138,3405
2804201,Monte Alegre de Sergipe,12886,11771,135,2856,11633,9607,135,2690
2804300,Muribeca,6636,6079,75,1443,6595,5753,75,1414
2804409,Neópolis,15482,14148,175,4291,13485,11224,175,3665
2804458,Nossa Senhora Aparecida,7783,7192,95,2818,7344,6655,111,2243
2804508,Nossa Senhora da Glória,31432,28940,1000,8884,30070,26902,968,7450
2804607,Nossa Senhora das Dores,22858,21605,245,5826,23183,19399,245,6052
2804706,Nossa Senhora de Lourdes,5521,5148,60,2189,5533,4831,53,1650
2804805,Nossa Senhora do Socorro,141089,141366,4100,25833,142588,121238,4175,32686
2804904,Pacatuba,12037,10699,130,4167,11238,9876,136,3732
2805000,Pedra Mole,2738,2410,40,977,2515,2253,42,1025
2805109,Pedrinhas,8479,7692,90,1383,6877,5710,91,1683
2805208,Pinhão,6164,5367,65,1642,5325,4765,73,1888
2805307,Pirambu,7904,6957,80,2459,7697,6482,80,2321
2805406,Poço Redondo,27983,25739,280,4368,25060,20038,280,5820
2805505,Poço Verde,21258,20275,210,5003,18613,16668,206,5089
2805604,Porto da Folha,23877,21459,265,6953,22322,20157,268,6893
2805703,Propriá,25000,23575,255,6804,23508,20088,258,5845
2805802,Riachão do Dantas,16816,15580,185,2719,15264,13011,183,3338
2805901,Riachuelo,8135,7728,100,2718,7590,6013,100,1915
2806008,Ribeirópolis,15930,14288,200,5768,15261,12941,197,4971
2806107,Rosário do Catete,9250,8404,105,2325,8461,7234,111,2234
2806206,Salgado,17023,15334,200,5069,15947,13553,200,4135
2806305,Santa Luzia do Itanhy,11610,10587,120,3690,10961,9408,114,2905
2806404,Santana do São Francisco,6003,5418,85,1258,5838,4769,85,1408
2806503,Santa Rosa de Lima,4044,3380,35,1262,3457,2976,35,1203
2806602,Santo Amaro das Brotas,9904,8845,125,3791,9744,8402,125,3220
2806701,São Cristóvão,75494,71108,2385,19697,69597,57438,2384,13829
2806800,São Domingos,9609,8561,110,2113,8456,7350,107,2566
2806909,São Francisco,3376,2856,40,924,2713,2395,40,875
2807006,São Miguel do Aleixo,3538,3200,40,1284,3232,2689,54,678
2807105,Simão Dias,34822,30983,1050,9795,33586,27827,1078,8076
2807204,Siriri,7390,6060,75,2221,6750,5940,75,2202
2807303,Telha,2803,2357,45,979,2637,2139,46,800
2807402,Tobias Barreto,43256,34960,1160,9470,40998,35254,1187,11404
2807501,Tomar do Geru,11393,9491,135,3501,9199,7640,139,1844
2807600,Umbaúba,21447,17731,240,2545,19084,15821,237,3044
