codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco
2800100,Amparo de São Francisco,1865,1711,30,229,1829,1631,30,197
2800209,Aquidabã,17185,16261,210,2103,15672,13368,212,1749
2800308,Aracaju,541450,516038,12715,84659,514559,452011,12589,77915
2800407,Arauá,7678,7137,100,935,8427,6681,102,848
2800506,Areia Branca,14126,12890,185,1504,14631,12896,198,1114
2800605,Barra dos Coqueiros,23381,22173,845,3752,24036,19217,967,1946
2800670,Boquim,21302,19697,255,3043,19218,17310,252,2632
2800704,Brejo Grande,6076,5516,75,531,6079,4593,75,343
2801009,Campo do Brito,14311,13276,175,2279,13701,11237,175,1534
2801108,Canhoba,3130,2887,40,411,3120,2298,40,118
2801207,Canindé de São Francisco,21984,19737,275,1913,21470,18105,275,1419
2801306,Capela,26273,23645,315,2944,23385,18813,357,2254
2801405,Carira,16713,15561,195,2431,16119,12901,194,1785
2801504,Carmópolis,11696,10321,155,848,10503,8130,155,652
2801603,Cedro de São João,4558,4201,60,694,4335,3833,60,691
2801702,Cristinápolis,13539,12895,165,1501,13017,10835,165,1215
2801900,Cumbe,3251,3004,45,523,3168,2901,45,419
2802007,Divina Pastora,3800,3456,50,458,3471,3201,50,597
2802106,Estância,52712,48599,2500,8469,49257,41059,2510,4837
2802205,Feira Nova,4455,4120,55,573,4200,3514,57,331
2802304,Frei Paulo,11901,10501,150,1548,12031,10029,150,1263
2802403,Gararu,8910,8357,120,1142,8858,7641,115,691
2802502,General Maynard,2514,2323,35,334,2369,2256,35,342
2802601,Gracho Cardoso,4575,4263,65,770,4993,4191,71,664
2802700,Ilha das Flores,6313,5727,80,745,6218,4930,80,611
2802809,Indiaroba,12772,11521,145,1203,12327,10482,147,929
2802908,Itabaiana,72790,66801,2400,11941,75003,64333,2519,7482
2803005,Itabaianinha,31918,29167,370,3605,30857,26319,370,3391
2803104,Itabi,4016,3749,55,643,3927,3399,56,523
2803203,Itaporanga d'Ajuda,26192,24579,330,2767,26530,22956,330,2656
2803302,Japaratuba,13606,12136,175,1617,12945,11684,175,1292
2803401,Japoatã,10075,9228,135,1080,9929,7480,154,627
2803500,Lagarto,82578,76608,2500,14130,81195,70781,2510,8429
2803609,Laranjeiras,22640,20838,490,2328,23162,19200,502,1705
2803708,Macambira,5455,4965,70,925,5649,4785,70,715
2803807,Malhada dos Bois,2803,2801,40,355,2665,1774,43,224
2803906,Malhador,9830,9086,120,1158,9345,7892,119,963
2804003,Maruim,12847,11779,165,1348,11788,9821,165,1212
2804102,Moita Bonita,9038,8664,125,1525,9075,8179,138,1298
2804201,Monte Alegre de Sergipe,11362,10637,135,1159,10778,8665,135,971
2804300,Muribeca,5934,5776,75,641,6052,5407,75,624
2804409,Neópolis,14082,13148,175,1776,12724,10476,175,1521
2804458,Nossa Senhora Aparecida,7055,6649,95,1092,6913,6455,111,667
2804508,Nossa Senhora da Glória,28214,25995,1000,4318,28585,24589,968,2574
2804607,Nossa Senhora das Dores,20898,19321,245,2935,21643,17872,245,2425
2804706,Nossa Senhora de Lourdes,4971,4818,60,651,5263,4452,53,493
2804805,Nossa Senhora do Socorro,138649,127562,4100,14482,134982,113761,4175,10378
2804904,Pacatuba,10807,10029,130,1343,10296,9061,136,1035
2805000,Pedra Mole,2396,2225,40,356,2306,2132,42,294
2805109,Pedrinhas,7571,7110,90,782,6362,5433,91,437
2805208,Pinhão,5644,4967,65,735,4839,4393,73,793
2805307,Pirambu,7064,6152,80,1205,7071,6109,80,711
2805406,Poço Redondo,24435,22070,280,2844,23349,18182,280,2170
2805505,Poço Verde,19352,18343,210,2608,17612,15962,206,2196
2805604,Porto da Folha,21203,19436,265,2634,20960,19332,268,2273
2805703,Propriá,22800,21047,255,2881,22395,19257,258,2146
2805802,Riachão do Dantas,15376,14238,185,2014,14589,12559,183,1532
2805901,Riachuelo,7245,6445,100,802,7016,5526,100,636
2806008,Ribeirópolis,14700,13670,200,2232,13912,12566,197,1997
2806107,Rosário do Catete,8136,7582,105,920,7892,6690,111,640
2806206,Salgado,15345,14146,200,2071,15111,12892,200,1445
2806305,Santa Luzia do Itanhy,10320,9735,120,956,10218,7803,114,618
2806404,Santana do São Francisco,5613,5418,85,502,5285,4577,85,556
2806503,Santa Rosa de Lima,3334,3230,35,460,3081,2792,35,435
2806602,Santo Amaro das Brotas,8854,8389,125,1061,8643,7799,125,1103
2806701,São Cristóvão,68844,62882,2385,7752,68405,53246,2384,4167
2806800,São Domingos,8729,7987,110,1167,7789,6775,107,1056
2806909,São Francisco,2982,2748,40,340,2527,2341,40,343
2807006,São Miguel do Aleixo,3164,3020,40,542,3092,2473,54,310
2807105,Simão Dias,32202,30263,1050,5025,31581,25852,1078,3457
2807204,Siriri,6412,5796,75,847,6138,5642,75,821
2807303,Telha,2493,2303,45,343,2444,2058,46,329
2807402,Tobias Barreto,39736,33578,1160,5908,38693,33524,1187,4007
2807501,Tomar do Geru,10403,9491,135,831,8867,7164,139,685
2807600,Umbaúba,19447,17731,240,1925,17943,15065,237,1234
