codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2257,30,1241,2043,1983,30,851,56
2800209,Aquidabã,19796,19145,210,10369,17840,16393,212,9334,1468
2800308,Aracaju,617927,609877,12715,407233,566020,520549,12911,326968,72914
2800407,Arauá,9040,9226,100,6816,9583,8578,102,4642,695
2800506,Areia Branca,16496,16771,185,10534,16563,15583,198,8232,929
2800605,Barra dos Coqueiros,26771,28355,845,21075,27629,24346,967,13698,1895
2800670,Boquim,24448,23827,255,15804,21912,20563,252,12260,2084
2800704,Brejo Grande,7405,7556,75,3661,7281,6698,75,2794,164
2801009,Campo do Brito,16627,17856,175,10602,15812,14015,175,8141,1116
2801108,Canhoba,3666,3843,40,2427,3497,3061,40,1617,116
2801207,Canindé de São Francisco,26334,25279,275,16476,25305,22544,275,10369,820
2801306,Capela,31913,30607,315,18575,32396,28723,357,14546,2307
2801405,Carira,19091,20099,195,13977,18481,16425,194,9126,1213
2801504,Carmópolis,14082,14290,155,7666,12832,11774,155,5228,740
2801603,Cedro de São João,5215,5299,60,3780,4851,4516,60,2483,444
2801702,Cristinápolis,15769,16699,165,9511,15427,13962,165,5739,409
2801900,Cumbe,3807,3760,45,2420,3566,3349,45,1674,298
2802007,Divina Pastora,4518,4653,50,3200,4114,4075,50,2854,615
2802106,Estância,61018,61421,2500,37658,56777,53914,2510,28872,5454
2802205,Feira Nova,5285,5632,55,3694,5142,4644,57,2117,120
2802304,Frei Paulo,13567,13845,150,8207,13614,12792,150,6020,991
2802403,Gararu,10190,10757,120,6711,9973,9304,115,5565,547
2802502,General Maynard,3002,2925,35,2402,2697,2641,116,2032,501
2802601,Gracho Cardoso,5317,5461,65,4104,5699,5134,71,3038,478
2802700,Ilha das Flores,7602,7647,80,4603,7224,6410,80,3338,449
2802809,Indiaroba,15515,16284,145,8126,15027,14289,147,6410,653
2802908,Itabaiana,84026,81561,2400,65649,87406,78074,2519,46696,7308
2803005,Itabaianinha,36845,37937,370,17111,33786,29609,370,11666,946
2803104,Itabi,4604,4695,55,2956,4506,4190,56,2316,459
2803203,Itaporanga d'Ajuda,30646,33237,330,17292,30645,28873,330,15655,1327
2803302,Japaratuba,15882,16482,175,10095,14954,14102,175,9291,1235
