codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2257,30,1241,2043,1983,30,851,56
2800209,Aquidabã,19796,19145,210,10369,17840,16389,212,9305,1381
2800308,Aracaju,617927,609877,12715,407233,566020,520228,12911,325555,67093
2800407,Arauá,9040,9226,100,6816,9583,8578,102,4642,695
2800506,Areia Branca,16496,16771,185,10534,16563,15579,198,8205,823
2800605,Barra dos Coqueiros,26771,28355,845,21075,27619,24314,967,13580,1623
2800670,Boquim,24448,23827,255,15804,21908,20547,252,12208,1920
2800704,Brejo Grande,7405,7556,75,3661,7281,6698,75,2794,164
2801009,Campo do Brito,16627,17856,175,10602,15808,14000,175,8044,977
2801108,Canhoba,3666,3843,40,2427,3497,3061,40,1617,116
2801207,Canindé de São Francisco,26334,25279,275,16476,25305,22544,275,10369,820
2801306,Capela,31913,30607,315,18575,32390,28702,357,14421,1780
2801405,Carira,19091,20099,195,13977,18479,16421,194,9100,1145
2801504,Carmópolis,14082,14290,155,7666,12830,11759,155,5193,672
2801603,Cedro de São João,5215,5299,60,3780,4851,4516,60,2483,444
2801702,Cristinápolis,15769,16699,165,9511,15423,13948,165,5686,349
2801900,Cumbe,3807,3760,45,2420,3565,3340,45,1665,264
2802007,Divina Pastora,4518,4653,50,3200,4114,4075,50,2840,559
2802106,Estância,61018,61421,2500,37658,56775,53901,2510,28819,4572
2802205,Feira Nova,5285,5632,55,3694,5142,4644,57,2117,120
2802304,Frei Paulo,13567,13845,150,8207,13614,12790,150,5999,909
2802403,Gararu,10190,10757,120,6711,9971,9304,115,5564,537
2802502,General Maynard,3002,2925,35,2402,2697,2641,116,2032,501
2802601,Gracho Cardoso,5317,5461,65,4104,5699,5134,71,3038,478
2802700,Ilha das Flores,7602,7647,80,4603,7224,6410,80,3338,449
2802809,Indiaroba,15515,16284,145,8126,15027,14289,147,6410,653
2802908,Itabaiana,84026,81561,2400,65649,87391,78013,2519,46370,6568
2803005,Itabaianinha,36845,37937,370,17111,33765,29560,370,11560,806
2803104,Itabi,4604,4695,55,2956,4506,4190,56,2316,459
2803203,Itaporanga d'Ajuda,30646,33237,330,17292,30644,28868,330,15621,1236
2803302,Japaratuba,15882,16482,175,10095,14954,14101,175,9263,1188
2803401,Japoatã,11743,12163,135,8732,12510,10563,154,6538,786
